JenisSurat,Perihal,Dari/Untuk,Tipe,Teks_Input_Gabungan,Kategori_Target
Masuk,Persetujuan Permohonan Menjalankan Cuti Sdr. Faizal R. Djoemadi,Komisaris Utama,639 - Surat Dinas,masuk persetujuan permohonan menjalankan cuti sdr faizal r djoemadi komisaris utama,SURAT DINAS
Masuk,Permintaan Penjelasan,Dewan Pengurus Pusat Serikat Pekerja Pos Indonesia,640 - Surat Dinas,masuk permintaan penjelasan dewan pengurus pusat serikat pekerja pos indonesia,SURAT DINAS
Masuk,Ucapan Selamat dan Sukses Presiden dan Wakil Presiden,Pengurus Badan Pembina Pensiunan Pegawai (BP-3) Perhubungan,641 - Surat Dinas,masuk ucapan selamat dan sukses presiden dan wakil presiden pengurus badan pembina pensiunan pegawai bp 3 perhubungan,SURAT DINAS
Masuk,Undangan Partisipasi Sukoharjo Expo 2024,Bupati Sukoharjo,642 - Surat Dinas,masuk undangan partisipasi sukoharjo expo 2024 bupati sukoharjo,SURAT DINAS
Masuk,Undangan Partisipasi Wonosobo Festival UKM Expo 2024,Bupati Wonosobo,643 - Surat Dinas,masuk undangan partisipasi wonosobo festival ukm expo 2024 bupati wonosobo,SURAT DINAS
Keluar,PKS Karyadi Div Hukum,Corsec;,646 - SPK dan PKS,keluar pks karyadi div hukum corsec,SPK DAN PKS
Keluar,Nota Kesepahaman antara Kementerian Pemuda dan Olahraga dengan PT Pos Indonesia (Persero) tentang Layanan Jasa Penyelenggaraan Pos di Bidang Kepemudaan dan Keolahragaan,Direktur Bisnis Kurir dan Logistik;,647 - SPK dan PKS,keluar nota kesepahaman antara kementerian pemuda dan olahraga dengan pt pos indonesia persero tentang layanan jasa penyelenggaraan pos di bidang kepemudaan dan keolahragaan direktur bisnis kurir dan logistik,SPK DAN PKS
Keluar,Perjanjian Kerja Waktu Tertentu antara PT Pos Indonesia (Persero) dengan Felix Heru Wibowo sebagai Tenaga Kerja Profesional Perusahaan Nomor : PKS 088/DIR-3/0324,Direktur Operasi dan Digital Services;,648 - pks,keluar perjanjian kerja waktu tertentu antara pt pos indonesia persero dengan felix heru wibowo sebagai tenaga kerja profesional perusahaan nomor pks 088 dir 3 0324 direktur operasi dan digital services,PKS
Masuk,Permohonan Dukungan Aksi Penyampaian Pendapat di Muka Umum,Dewan Pengurus Pusat SPPI Kuat Bermartabat,649 - Surat Dinas,masuk permohonan dukungan aksi penyampaian pendapat di muka umum dewan pengurus pusat sppi kuat bermartabat,SURAT DINAS
Masuk,Pemberitahuan Aksi Penyampaian Pendapat di Muka Umum,Dewan Pengurus Pusat SPPI Kuat Bermartabat,650 - Surat Dinas,masuk pemberitahuan aksi penyampaian pendapat di muka umum dewan pengurus pusat sppi kuat bermartabat,SURAT DINAS
Keluar,Keputusan Direksi Nomor : KD 028/DIRUT/0524 tentang Perubahan Keempat atas Keputusan Direksi PT Pos Indonesia (Persero) Nomor : KD 013/DIRUT/0323 tentang Organisasi dan Tata Kerja,Direktur Utama;,651 - KD,keluar keputusan direksi nomor kd 028 dirut 0524 tentang perubahan keempat atas keputusan direksi pt pos indonesia persero nomor kd 013 dirut 0323 tentang organisasi dan tata kerja direktur utama,KD
Keluar,1. Surat Perintah Kerja (SPK) Nomor : SPK 564/DIR-1/0624 2. Perjanjian antara PT Pos Indonesia (Persero) dengan KAP Hendrawinata Hanny Erwin & Sumargo tentang Pekerjaan Pengadaan Jasa Audit pada PT Pos Indonesia (Persero) untuk Laporan Keuangan Interim untuk Periode yang Berakhir pada Tanggal 30 Juni 2024 Nomor : PKS 168/DIR-1/0624,Direktur Keuangan dan Manajemen Risiko;,652 - pks,keluar 1 surat perintah kerja spk nomor spk 564 dir 1 0624 2 perjanjian antara pt pos indonesia persero dengan kap hendrawinata hanny erwin sumargo tentang pekerjaan pengadaan jasa audit pada pt pos indonesia persero untuk laporan keuangan interim untuk periode yang berakhir pada tanggal 30 juni 2024 nomor pks 168 dir 1 0624 direktur keuangan dan manajemen risiko,PKS
Keluar,Perjanjian antara PT Pos Indonesia (Persero) dengan Fakultas Ekonomi dan Bisnis Universitas Padjajaran tentang Pekerjaan Pengadaan Jasa Konsultan Pendampingan Implementasi Core Values AKHLAK dan Penguatan Budaya Digital di PT Pos Indonesia (Persero) Nomor : 85/HCPS/0324,SVP Human Capital Policy and Strategy;,653 - SPK dan PKS,keluar perjanjian antara pt pos indonesia persero dengan fakultas ekonomi dan bisnis universitas padjajaran tentang pekerjaan pengadaan jasa konsultan pendampingan implementasi core values akhlak dan penguatan budaya digital di pt pos indonesia persero nomor 85 hcps 0324 svp human capital policy and strategy,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT BCA Multi Finance dengan PT Pos Indonesia (Persero) tentang Penerimaan Pembayaran Angsuran Kredit secara Online Nomor : PKS 122/DIR-4/0524,Direktur Bisnis Jasa Keuangan;,654 - SPK dan PKS,keluar perjanjian kerja sama antara pt bca multi finance dengan pt pos indonesia persero tentang penerimaan pembayaran angsuran kredit secara online nomor pks 122 dir 4 0524 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,SPK/PKS Karyadi Div Hukum,Corsec;,655 - SPK dan PKS,keluar spk pks karyadi div hukum corsec,SPK DAN PKS
Keluar,1. Perjanjian antara PT Pos Indonesia (Persero) dengan PT Strategi Transforma Infiniti (Patria & Co.) tentang Pengadaan Pekerjaan Jasa Penataan Dashboard Corporate Performance PT Pos Indonesia (Persero) Tahun 2024 Nomor : 198/SPBT/0624 2. Surat Perintah Kerja (SPK) Nomor : 193/SPBT/0624,SVP Strategic Planning and Business Development;,656 - SPK dan PKS,keluar 1 perjanjian antara pt pos indonesia persero dengan pt strategi transforma infiniti patria co tentang pengadaan pekerjaan jasa penataan dashboard corporate performance pt pos indonesia persero tahun 2024 nomor 198 spbt 0624 2 surat perintah kerja spk nomor 193 spbt 0624 svp strategic planning and business development,SPK DAN PKS
Keluar,Keputusan Direksi tentang Perubahan Pertama KD 076/DIR-2/1123 tentang Tunjangan Khusus Daerah Terdepan  Terluar  Tertinggal bagi Karyawan/Calon Karyawan dan Tenaga Kontrak di Kantor Layanan Pos Universal,Direktur Human Capital Management;,657 - KD,keluar keputusan direksi tentang perubahan pertama kd 076 dir 2 1123 tentang tunjangan khusus daerah terdepan terluar tertinggal bagi karyawan calon karyawan dan tenaga kontrak di kantor layanan pos universal direktur human capital management,KD
Keluar,Perjanjian Kerahasiaan antara PT Pos Indonesia (Persero) dengan PT Putra Perdana Internasional tentang Pertukaran Data dan/atau Informasi Nomor : NDA 170/HCSBP/0624,SVP Human Capital Services and Business Partner;,658 - SPK dan PKS,keluar perjanjian kerahasiaan antara pt pos indonesia persero dengan pt putra perdana internasional tentang pertukaran data dan atau informasi nomor nda 170 hcsbp 0624 svp human capital services and business partner,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Pos Indonesia (Persero) dengan PT Alphanovation Digital Teknindo tentang Pemanfaatan Layanan Aplikasi Point of Sale (Pos) Pawoon melalui Pospay Agen dan Merchant Qrispos serta Cross Selling Penjualan Motor Volta Nomor : PKS 169/SVP Consumer Business/2024,SVP Consumer Business;,659 - SPK dan PKS,keluar perjanjian kerja sama antara pt pos indonesia persero dengan pt alphanovation digital teknindo tentang pemanfaatan layanan aplikasi point of sale pos pawoon melalui pospay agen dan merchant qrispos serta cross selling penjualan motor volta nomor pks 169 svp consumer business 2024 svp consumer business,SPK DAN PKS
Keluar,Adendum Perjanjian Kerja Sama Nomor : PKS 012/DIR-4/0124 antara Direktorat Pemberdayaan Kelompok Rentan Direktorat Jenderal Pemberdayaan Sosial Kementerian Sosial dengan PT Pos Indonesia (Persero) tentang Penyaluran Program Sembako Tahun 2024 Nomor : PKS 173/DIR-4/2024,Direktur Bisnis Jasa Keuangan;,661 - SPK dan PKS,keluar adendum perjanjian kerja sama nomor pks 012 dir 4 0124 antara direktorat pemberdayaan kelompok rentan direktorat jenderal pemberdayaan sosial kementerian sosial dengan pt pos indonesia persero tentang penyaluran program sembako tahun 2024 nomor pks 173 dir 4 2024 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Risalah Radir  Selasa 25 Juni 2024,Direksi;,662 - risalah,keluar risalah radir selasa 25 juni 2024 direksi,RISALAH
Keluar,Adendum Ketiga atas Perjanjian Kerja Sama Nomor : PKS 139/ DIR-4/0720 antara Koperasi Simpan Pinjam Nusantara dengan PT Pos Indonesia (Persero) tentang Kerja Sama Operasi Pelayanan Jasa Keuangan Bagi Pensiunan Secara Terintegrasi Nomor : PKS 151/DIR-4/0624,Direktur Bisnis Jasa Keuangan;,664 - SPK dan PKS,keluar adendum ketiga atas perjanjian kerja sama nomor pks 139 dir 4 0720 antara koperasi simpan pinjam nusantara dengan pt pos indonesia persero tentang kerja sama operasi pelayanan jasa keuangan bagi pensiunan secara terintegrasi nomor pks 151 dir 4 0624 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Permohonan Rekomendasi Penghapusbukuan Aktiva Tetap Sebagian Bangunan Kantor Cabang Utama (KCU) Balikpapan 76100,Direktur utama;,665 - Surat Dinas,keluar permohonan rekomendasi penghapusbukuan aktiva tetap sebagian bangunan kantor cabang utama kcu balikpapan 76100 direktur utama,SURAT DINAS
Keluar,Perjanjian Kerahasiaan antara PT Pos Indonesia (Persero) dengan PT Tata Sarana Makmur tentang Pertukaran Data dan Informasi Nomor : NDA 177/SVP Consumer Business/2024,Pj VP Product Management;,666 - SPK dan PKS,keluar perjanjian kerahasiaan antara pt pos indonesia persero dengan pt tata sarana makmur tentang pertukaran data dan informasi nomor nda 177 svp consumer business 2024 pj vp product management,SPK DAN PKS
Keluar,Perjanjian Kerja Sama antara PT Taspen (Persero) dengan PT Pos Indonesia (Persero) tentang Pembayaran tabungan Hari Tua  Pensiun  Jaminan Kecelakaan Kerja dan Jaminan Kematian melalui Rekening Nomor : PKS 174/DIR-4/0624,Direktur Bisnis Jasa Keuangan;,667 - SPK dan PKS,keluar perjanjian kerja sama antara pt taspen persero dengan pt pos indonesia persero tentang pembayaran tabungan hari tua pensiun jaminan kecelakaan kerja dan jaminan kematian melalui rekening nomor pks 174 dir 4 0624 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Surat Rekomendasi Herdiantyara,VP Kesekretariatan;,669 - Surat Dinas,keluar surat rekomendasi herdiantyara vp kesekretariatan,SURAT DINAS
Keluar,Surat sponsor Direktur Bisnis Kurir dan Logistik ke Dubes UK,VP Corcomm;,670 - Surat Dinas,keluar surat sponsor direktur bisnis kurir dan logistik ke dubes uk vp corcomm,SURAT DINAS
Keluar,Keputusan Direksi tentang Perubahan Kedua atas keputusan Direksi PT Pos Indonesia (Persero) Nomor : KD 010/DIRUT/0223 tentang pemutusan Hubungan Kerja di Lingkungan PT Pos Indonesia (Persero),Direktur Utama;,671 - KD,keluar keputusan direksi tentang perubahan kedua atas keputusan direksi pt pos indonesia persero nomor kd 010 dirut 0223 tentang pemutusan hubungan kerja di lingkungan pt pos indonesia persero direktur utama,KD
Keluar,Permohonan Kenaikan Limit Kartu Kredit Corsec,BNI;,672 - Surat Dinas,keluar permohonan kenaikan limit kartu kredit corsec bni,SURAT DINAS
Keluar,Ralat Undangan Penandatanganan MOU Kemenpora,Corsec;,673 - Surat Dinas,keluar ralat undangan penandatanganan mou kemenpora corsec,SURAT DINAS
Masuk,Reminer ke-8 Informasi Outstanding Piutang,Direktur PT Antero Bahana Cemerlang,675 - Surat Dinas,masuk reminer ke 8 informasi outstanding piutang direktur pt antero bahana cemerlang,SURAT DINAS
Masuk,Permohonan benchmarking Kepatuhan  Tata Kelola Organisasi  Kehumasan dan TJSL ke PT Pos Indonesia (persero),Direktur Utama Perum DAMRI,676 - Surat Dinas,masuk permohonan benchmarking kepatuhan tata kelola organisasi kehumasan dan tjsl ke pt pos indonesia persero direktur utama perum damri,SURAT DINAS
Masuk,Surat permohonan Sponsorship,Direktur PT Azelvi Media Digital,678 - Surat Dinas,masuk surat permohonan sponsorship direktur pt azelvi media digital,SURAT DINAS
Masuk,"Undangan Zoom Penjurian ""IHCA-Indonesia Human Capital Award-X-2024""",Indonesia Human Capital Award X-2024,679 - Surat Dinas,masuk undangan zoom penjurian ihca indonesia human capital award x 2024 indonesia human capital award x 2024,SURAT DINAS
Masuk,1. Penawaran Pelatihan Pembekalan Mental dan Kewirausahaan Pegawai sebagai Penghargaan (Reward) menjelang purna bakti. 2. Proposal Penawaran Pelayanan Prima. 3. Penawaran Pelatihan Keprotokolan Negara dan MC,PT Arseta Karya Utama,680 - Surat Dinas,masuk 1 penawaran pelatihan pembekalan mental dan kewirausahaan pegawai sebagai penghargaan reward menjelang purna bakti 2 proposal penawaran pelayanan prima 3 penawaran pelatihan keprotokolan negara dan mc pt arseta karya utama,SURAT DINAS
Masuk,Undangan Menghadiri Talkshow KALISTA pada GIIAS 2024,Presiden Direktur PT Kalista Nusa Armada,681 - Surat Dinas,masuk undangan menghadiri talkshow kalista pada giias 2024 presiden direktur pt kalista nusa armada,SURAT DINAS
Masuk,Proposal Penawaran Event,PIC Marketing Event,682 - Surat Dinas,masuk proposal penawaran event pic marketing event,SURAT DINAS
Masuk,Permohonan Sponsorship Jabar Islamic Economic Festival,Pengurus dan Panitia JIEF ke 8 Masyarakat Ekonomi Syariah Jawa Barat (MES-JABAR),683 - Surat Dinas,masuk permohonan sponsorship jabar islamic economic festival pengurus dan panitia jief ke 8 masyarakat ekonomi syariah jawa barat mes jabar,SURAT DINAS
Masuk,Permintaan Klarifikasi II,Kepala Perwakilan Ombudsman Republik Indonesia Povinsi Jawa Barat,684 - Surat Dinas,masuk permintaan klarifikasi ii kepala perwakilan ombudsman republik indonesia povinsi jawa barat,SURAT DINAS
Masuk,Proposal Lebaran Yatim Muharram 1446 H,Ketua Dompet Dana Umat (DDU) Daarul Uluum,685 - Surat Dinas,masuk proposal lebaran yatim muharram 1446 h ketua dompet dana umat ddu daarul uluum,SURAT DINAS
Keluar,Adendum Ketiga Perjanjian Jasa Angkutan Pendistribusian Bantuan Pangan Cadangan Beras Pemerintah Tahun 2024 antara PERUM BULOG dengan PT Pos Indonesia (Persero) Nomor : PKS 001/DIRUT/0124 Nomor Adendum Ketiga : PKS 179/ DIRUT/0624,Direktur Utama;,687 - SPK dan PKS,keluar adendum ketiga perjanjian jasa angkutan pendistribusian bantuan pangan cadangan beras pemerintah tahun 2024 antara perum bulog dengan pt pos indonesia persero nomor pks 001 dirut 0124 nomor adendum ketiga pks 179 dirut 0624 direktur utama,SPK DAN PKS
Keluar,Adendum Kedua Perjanjian Jasa Angkutan Pendistribusian Bantuan Pangan Cadangan Beras Pemerintah Tahun 2024 antara PERUM BULOG dengan PT Pos Indonesia (Persero) Nomor : PKS 001/ DIRUT/0124 Nomor Adendum Kedua : PKS 176/DIRUT/0624,Direktur Utama;,688 - SPK dan PKS,keluar adendum kedua perjanjian jasa angkutan pendistribusian bantuan pangan cadangan beras pemerintah tahun 2024 antara perum bulog dengan pt pos indonesia persero nomor pks 001 dirut 0124 nomor adendum kedua pks 176 dirut 0624 direktur utama,SPK DAN PKS
Keluar,Adendum Pertama atas Perjanjian Kerja Sama Nomor : PKS 079/ DIR-4/0424 antara PT Pos Indonesia (Persero) dengan KSPPS Manunggal Makmur tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun dan Pemeliharaan Data (Flagging) Pegawai Negeri Sipil/Aparatur Sipil Negara/TNI/POLRI dan Pensiunan yang Memperoleh Kredit melalui KSPPS Manunggal Makmur Nomor : PKS 157/SVP Government and Corporate Business/0624,SVP Government and Corporate Business;,689 - SPK dan PKS,keluar adendum pertama atas perjanjian kerja sama nomor pks 079 dir 4 0424 antara pt pos indonesia persero dengan kspps manunggal makmur tentang pemotongan uang pensiun untuk angsuran kredit pensiun dan pemeliharaan data flagging pegawai negeri sipil aparatur sipil negara tni polri dan pensiunan yang memperoleh kredit melalui kspps manunggal makmur nomor pks 157 svp government and corporate business 0624 svp government and corporate business,SPK DAN PKS
Keluar,Adendum Pertama atas Perjanjian Kerja Sama Nomor : PKS 138/ DIR-4/0722 antara PT Pos Indonesia (Persero) dengan BPR Eka Bumi Artha tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun dan Pemeliharaan Data (Flagging) Pegawai Negeri Sipil/Aparatur Sipil Negara/TNI/POLRI dan Pensiunan yang Memperoleh Kredit melalui BPR Eka Bumi Artha Nomor : PKS 159/SVP Government and Corporate Business/0624,SVP Government and Corporate Busines;,690 - SPK dan PKS,keluar adendum pertama atas perjanjian kerja sama nomor pks 138 dir 4 0722 antara pt pos indonesia persero dengan bpr eka bumi artha tentang pemotongan uang pensiun untuk angsuran kredit pensiun dan pemeliharaan data flagging pegawai negeri sipil aparatur sipil negara tni polri dan pensiunan yang memperoleh kredit melalui bpr eka bumi artha nomor pks 159 svp government and corporate business 0624 svp government and corporate busines,SPK DAN PKS
Keluar,Adendum Pertama atas Perjanjian Kerja Sama Nomor : PKS 155DIR-4/0822 antara PT Pos Indonesia (Persero) dengan Bank BTPN Tbk tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun dan Pemeliharaan Data (Flagging) Pegawai Negeri Sipil/Aparatur Sipil Negara/TNI/POLRI dan Pensiunan yang Memperoleh Kredit melalui Bank BTPN Tbk Nomor : PKS 152/ DIR-4/0624,Direktur Bisnis Jasa Keuangan;,691 - SPK dan PKS,keluar adendum pertama atas perjanjian kerja sama nomor pks 155dir 4 0822 antara pt pos indonesia persero dengan bank btpn tbk tentang pemotongan uang pensiun untuk angsuran kredit pensiun dan pemeliharaan data flagging pegawai negeri sipil aparatur sipil negara tni polri dan pensiunan yang memperoleh kredit melalui bank btpn tbk nomor pks 152 dir 4 0624 direktur bisnis jasa keuangan,SPK DAN PKS
Keluar,Adendum Pertama atas Perjanjian Kerja Sama Nomor : PKS 003DIR-4/0123 antara PT Pos Indonesia (Persero) dengan Koperasi Simpan Pinjam Nasari tentang Pemotongan Uang Pensiun untuk Angsuran Kredit Pensiun dan Pemeliharaan Data (Flagging) Pegawai Negeri Sipil/Aparatur Sipil Negara/TNI/POLRI dan Pensiunan yang Memperoleh Kredit melalui Koperasi Simpan Pinjam Nasari Nomor : PKS 161/SVP Government and Corporate Business/0624,SVP Government and Corporate Business;,692 - SPK dan PKS,keluar adendum pertama atas perjanjian kerja sama nomor pks 003dir 4 0123 antara pt pos indonesia persero dengan koperasi simpan pinjam nasari tentang pemotongan uang pensiun untuk angsuran kredit pensiun dan pemeliharaan data flagging pegawai negeri sipil aparatur sipil negara tni polri dan pensiunan yang memperoleh kredit melalui koperasi simpan pinjam nasari nomor pks 161 svp government and corporate business 0624 svp government and corporate business,SPK DAN PKS
